Statement_Period,Transaction_Month,Service,Country,Label,Artist,Release_Title,Track_Title,UPC,ISRC,Release Catalog_ID,Track_Catalog_ID,Channel,Format,Quantity,Gross_Revenue_in_USD,Mechanical_Royalties_Deducted,Contract_ID,Contract_Rate_%,Net_Revenue_in_USD,Your_Share_%,Amount_Due_in_USD,Statement_Total_in_USD,Opening_Balance_in_USD,Closing_Balance_in_USD
2017-10,2017-07,Spotify,United Kingdom,Gurudutt Perichetla,Gurudutt Perichetla,Kingdom Come,Ether,1.82785E+12,QZ22B1803869,,,Ad-Supported Streaming,Track ,1,0.001469,0,134546,85,0.00124865,100,0.00124865,4.8025272,8.54,13.3425272
2017-10,2017-07,Spotify,United Kingdom,Gurudutt Perichetla,Gurudutt Perichetla,Kingdom Come,I Need You,1.82785E+12,QZ22B1803868,,,Ad-Supported Streaming,Track ,1,0.001469,0,134546,85,0.00124865,100,0.00124865,,,
2017-10,2017-07,Spotify,United Kingdom,Gurudutt Perichetla,Gurudutt Perichetla,Kingdom Come,Winterfell,1.82785E+12,QZ22B1803149,,,Ad-Supported Streaming,Track ,1,0.001469,0,134546,85,0.00124865,100,0.00124865,,,
2017-10,2017-07,Spotify,United Kingdom,Gurudutt Perichetla,Gurudutt Perichetla,Kingdom Come,Kingdom Come,1.82785E+12,QZ22B1803866,,,Ad-Supported Streaming,Track ,1,0.001469,0,134546,85,0.00124865,100,0.00124865,,,
2017-10,2017-07,Spotify,United Kingdom,Gurudutt Perichetla,Gurudutt Perichetla,Kingdom Come,Palisades,1.82785E+12,QZ22B1803867,,,Ad-Supported Streaming,Track ,1,0.001469,0,134546,85,0.00124865,100,0.00124865,,,
2017-10,2017-07,Spotify,United States,Gurudutt Perichetla,Gurudutt Perichetla,Kingdom Come,Palisades,1.82785E+12,QZ22B1803867,,,Ad-Supported Streaming,Track ,2,0.00471,0,134546,85,0.0040035,100,0.0040035,,,
2017-10,2017-07,Spotify,United States,Gurudutt Perichetla,Gurudutt Perichetla,Kingdom Come,I Need You,1.82785E+12,QZ22B1803868,,,Ad-Supported Streaming,Track ,1,0.002355,0,134546,85,0.00200175,100,0.00200175,,,
2017-10,2017-07,Spotify,United States,Gurudutt Perichetla,Gurudutt Perichetla,Kingdom Come,Kingdom Come,1.82785E+12,QZ22B1803866,,,Ad-Supported Streaming,Track ,3,0.007066,0,134546,85,0.0060061,100,0.0060061,,,
2017-10,2017-07,Spotify,United States,Gurudutt Perichetla,Gurudutt Perichetla,Kingdom Come,Winterfell,1.82785E+12,QZ22B1803149,,,Ad-Supported Streaming,Track ,2,0.00471,0,134546,85,0.0040035,100,0.0040035,,,
2017-10,2017-07,Spotify,United States,Gurudutt Perichetla,Gurudutt Perichetla,Kingdom Come,Ether,1.82785E+12,QZ22B1803869,,,Ad-Supported Streaming,Track ,1,0.002355,0,134546,85,0.00200175,100,0.00200175,,,
2017-10,2017-07,Spotify,Australia,Gurudutt Perichetla,Gurudutt Perichetla,Kingdom Come,Kingdom Come,1.82785E+12,QZ22B1803866,,,Ad-Supported Streaming,Track ,1,0.002056,0,134546,85,0.0017476,100,0.0017476,,,
2017-10,2017-07,Spotify,Sweden,Gurudutt Perichetla,Gurudutt Perichetla,Kingdom Come,Winterfell,1.82785E+12,QZ22B1803149,,,Ad-Supported Streaming,Track ,1,0.000867,0,134546,85,0.00073695,100,0.00073695,,,
2017-10,2017-07,Spotify,Sweden,Gurudutt Perichetla,Gurudutt Perichetla,Kingdom Come,Kingdom Come,1.82785E+12,QZ22B1803866,,,Ad-Supported Streaming,Track ,1,0.000867,0,134546,85,0.00073695,100,0.00073695,,,
2017-10,2017-07,Spotify,Austria,Gurudutt Perichetla,Gurudutt Perichetla,Kingdom Come,I Need You,1.82785E+12,QZ22B1803868,,,Ad-Supported Streaming,Track ,1,0.00065,0,134546,85,0.0005525,100,0.0005525,,,
2017-10,2017-07,Spotify,United Kingdom,Gurudutt Perichetla,Gurudutt Perichetla,Momentum,Kill Your Friends,1.82785E+12,QZ22B1803870,,,Ad-Supported Streaming,Track ,9,0.013217,0,134546,85,0.01123445,100,0.01123445,,,
2017-10,2017-07,Spotify,United Kingdom,Gurudutt Perichetla,Gurudutt Perichetla,Momentum,Next 2 You,1.82785E+12,QZ22B1803872,,,Ad-Supported Streaming,Track ,1,0.001469,0,134546,85,0.00124865,100,0.00124865,,,
2017-10,2017-07,Spotify,Mexico,Gurudutt Perichetla,Gurudutt Perichetla,Momentum,Kill Your Friends,1.82785E+12,QZ22B1803870,,,Ad-Supported Streaming,Track ,2,0.000339,0,134546,85,0.00028815,100,0.00028815,,,
2017-10,2017-07,Spotify,Mexico,Gurudutt Perichetla,Gurudutt Perichetla,Momentum,Next 2 You,1.82785E+12,QZ22B1803872,,,Ad-Supported Streaming,Track ,3,0.000508,0,134546,85,0.0004318,100,0.0004318,,,
2017-10,2017-07,Spotify,Germany,Gurudutt Perichetla,Gurudutt Perichetla,Momentum,Vice City,1.82785E+12,QZ22B1803873,,,Ad-Supported Streaming,Track ,1,0.000956,0,134546,85,0.0008126,100,0.0008126,,,
2017-10,2017-07,Spotify,Germany,Gurudutt Perichetla,Gurudutt Perichetla,Momentum,Kill Your Friends,1.82785E+12,QZ22B1803870,,,Ad-Supported Streaming,Track ,4,0.003823,0,134546,85,0.00324955,100,0.00324955,,,
2017-10,2017-07,Spotify,Norway,Gurudutt Perichetla,Gurudutt Perichetla,Momentum,Kill Your Friends,1.82785E+12,QZ22B1803870,,,Ad-Supported Streaming,Track ,1,0.000661,0,134546,85,0.00056185,100,0.00056185,,,
2017-10,2017-07,Spotify,Lithuania,Gurudutt Perichetla,Gurudutt Perichetla,Momentum,Kill Your Friends,1.82785E+12,QZ22B1803870,,,Ad-Supported Streaming,Track ,1,0.000126,0,134546,85,0.0001071,100,0.0001071,,,
2017-10,2017-07,Spotify,United States,Gurudutt Perichetla,Gurudutt Perichetla,Momentum,Angel,1.82785E+12,QZ22B1803654,,,Ad-Supported Streaming,Track ,4,0.009421,0,134546,85,0.00800785,100,0.00800785,,,
2017-10,2017-07,Spotify,United States,Gurudutt Perichetla,Gurudutt Perichetla,Momentum,Vice City,1.82785E+12,QZ22B1803873,,,Ad-Supported Streaming,Track ,2,0.00471,0,134546,85,0.0040035,100,0.0040035,,,
2017-10,2017-07,Spotify,United States,Gurudutt Perichetla,Gurudutt Perichetla,Momentum,At the Gates,1.82785E+12,QZ22B1803871,,,Ad-Supported Streaming,Track ,4,0.009421,0,134546,85,0.00800785,100,0.00800785,,,
2017-10,2017-07,Spotify,United States,Gurudutt Perichetla,Gurudutt Perichetla,Momentum,Kill Your Friends,1.82785E+12,QZ22B1803870,,,Ad-Supported Streaming,Track ,83,0.195482,0,134546,85,0.1661597,100,0.1661597,,,
2017-10,2017-07,Spotify,United States,Gurudutt Perichetla,Gurudutt Perichetla,Momentum,Heaven,1.82785E+12,QZ22B1803874,,,Ad-Supported Streaming,Track ,3,0.007066,0,134546,85,0.0060061,100,0.0060061,,,
2017-10,2017-07,Spotify,United States,Gurudutt Perichetla,Gurudutt Perichetla,Momentum,Next 2 You,1.82785E+12,QZ22B1803872,,,Ad-Supported Streaming,Track ,11,0.025907,0,134546,85,0.02202095,100,0.02202095,,,
2017-10,2017-07,Spotify,Argentina,Gurudutt Perichetla,Gurudutt Perichetla,Momentum,Next 2 You,1.82785E+12,QZ22B1803872,,,Ad-Supported Streaming,Track ,2,0.000334,0,134546,85,0.0002839,100,0.0002839,,,
2017-10,2017-07,Spotify,Argentina,Gurudutt Perichetla,Gurudutt Perichetla,Momentum,Kill Your Friends,1.82785E+12,QZ22B1803870,,,Ad-Supported Streaming,Track ,4,0.000668,0,134546,85,0.0005678,100,0.0005678,,,
2017-10,2017-07,Spotify,France,Gurudutt Perichetla,Gurudutt Perichetla,Momentum,Kill Your Friends,1.82785E+12,QZ22B1803870,,,Ad-Supported Streaming,Track ,13,0.008176,0,134546,85,0.0069496,100,0.0069496,,,
2017-10,2017-07,Spotify,France,Gurudutt Perichetla,Gurudutt Perichetla,Momentum,Next 2 You,1.82785E+12,QZ22B1803872,,,Ad-Supported Streaming,Track ,2,0.001258,0,134546,85,0.0010693,100,0.0010693,,,
2017-10,2017-07,Spotify,Ireland,Gurudutt Perichetla,Gurudutt Perichetla,Momentum,Kill Your Friends,1.82785E+12,QZ22B1803870,,,Ad-Supported Streaming,Track ,1,0.000768,0,134546,85,0.0006528,100,0.0006528,,,
2017-10,2017-07,Spotify,Ireland,Gurudutt Perichetla,Gurudutt Perichetla,Momentum,Next 2 You,1.82785E+12,QZ22B1803872,,,Ad-Supported Streaming,Track ,3,0.002303,0,134546,85,0.00195755,100,0.00195755,,,
2017-10,2017-07,Spotify,Canada,Gurudutt Perichetla,Gurudutt Perichetla,Momentum,Kill Your Friends,1.82785E+12,QZ22B1803870,,,Ad-Supported Streaming,Track ,16,0.031882,0,134546,85,0.0270997,100,0.0270997,,,
2017-10,2017-07,Spotify,Canada,Gurudutt Perichetla,Gurudutt Perichetla,Momentum,Next 2 You,1.82785E+12,QZ22B1803872,,,Ad-Supported Streaming,Track ,3,0.005978,0,134546,85,0.0050813,100,0.0050813,,,
2017-10,2017-07,Spotify,Brazil,Gurudutt Perichetla,Gurudutt Perichetla,Momentum,Kill Your Friends,1.82785E+12,QZ22B1803870,,,Ad-Supported Streaming,Track ,1,0.000294,0,134546,85,0.0002499,100,0.0002499,,,
2017-10,2017-07,Spotify,Portugal,Gurudutt Perichetla,Gurudutt Perichetla,Momentum,Kill Your Friends,1.82785E+12,QZ22B1803870,,,Ad-Supported Streaming,Track ,2,0.004433,0,134546,85,0.00376805,100,0.00376805,,,
2017-10,2017-07,Spotify,Spain,Gurudutt Perichetla,Gurudutt Perichetla,Momentum,Next 2 You,1.82785E+12,QZ22B1803872,,,Ad-Supported Streaming,Track ,5,0.002779,0,134546,85,0.00236215,100,0.00236215,,,
2017-10,2017-07,Spotify,Spain,Gurudutt Perichetla,Gurudutt Perichetla,Momentum,Kill Your Friends,1.82785E+12,QZ22B1803870,,,Ad-Supported Streaming,Track ,2,0.001112,0,134546,85,0.0009452,100,0.0009452,,,
2017-10,2017-07,Spotify,Italy,Gurudutt Perichetla,Gurudutt Perichetla,Momentum,Next 2 You,1.82785E+12,QZ22B1803872,,,Ad-Supported Streaming,Track ,10,0.022165,0,134546,85,0.01884025,100,0.01884025,,,
2017-10,2017-07,Spotify,Italy,Gurudutt Perichetla,Gurudutt Perichetla,Momentum,Kill Your Friends,1.82785E+12,QZ22B1803870,,,Ad-Supported Streaming,Track ,5,0.011083,0,134546,85,0.00942055,100,0.00942055,,,
2017-10,2017-07,Spotify,Australia,Gurudutt Perichetla,Gurudutt Perichetla,Momentum,Kill Your Friends,1.82785E+12,QZ22B1803870,,,Ad-Supported Streaming,Track ,2,0.004112,0,134546,85,0.0034952,100,0.0034952,,,
2017-10,2017-07,Spotify,Finland,Gurudutt Perichetla,Gurudutt Perichetla,Momentum,Kill Your Friends,1.82785E+12,QZ22B1803870,,,Ad-Supported Streaming,Track ,2,0.001969,0,134546,85,0.00167365,100,0.00167365,,,
2017-10,2017-07,Spotify,Chile,Gurudutt Perichetla,Gurudutt Perichetla,Momentum,Next 2 You,1.82785E+12,QZ22B1803872,,,Ad-Supported Streaming,Track ,2,0.000247,0,134546,85,0.00020995,100,0.00020995,,,
2017-10,2017-07,Spotify,Turkey,Gurudutt Perichetla,Gurudutt Perichetla,Momentum,Next 2 You,1.82785E+12,QZ22B1803872,,,Ad-Supported Streaming,Track ,2,0.000744,0,134546,85,0.0006324,100,0.0006324,,,
2017-10,2017-07,Spotify,Turkey,Gurudutt Perichetla,Gurudutt Perichetla,Momentum,Kill Your Friends,1.82785E+12,QZ22B1803870,,,Ad-Supported Streaming,Track ,1,0.000372,0,134546,85,0.0003162,100,0.0003162,,,
2017-10,2017-07,Spotify,Netherlands,Gurudutt Perichetla,Gurudutt Perichetla,Momentum,Kill Your Friends,1.82785E+12,QZ22B1803870,,,Ad-Supported Streaming,Track ,2,0.001498,0,134546,85,0.0012733,100,0.0012733,,,
2017-10,2017-07,Spotify,Netherlands,Gurudutt Perichetla,Gurudutt Perichetla,Momentum,Next 2 You,1.82785E+12,QZ22B1803872,,,Ad-Supported Streaming,Track ,2,0.001498,0,134546,85,0.0012733,100,0.0012733,,,
2017-10,2017-07,Spotify,Czech Republic,Gurudutt Perichetla,Gurudutt Perichetla,Momentum,Kill Your Friends,1.82785E+12,QZ22B1803870,,,Ad-Supported Streaming,Track ,2,0.000318,0,134546,85,0.0002703,100,0.0002703,,,
2017-10,2017-07,Spotify,Sweden,Gurudutt Perichetla,Gurudutt Perichetla,Momentum,Next 2 You,1.82785E+12,QZ22B1803872,,,Ad-Supported Streaming,Track ,5,0.004337,0,134546,85,0.00368645,100,0.00368645,,,
2017-10,2017-07,Spotify,Peru,Gurudutt Perichetla,Gurudutt Perichetla,Momentum,Next 2 You,1.82785E+12,QZ22B1803872,,,Ad-Supported Streaming,Track ,2,0.002,0,134546,85,0.0017,100,0.0017,,,
2017-10,2017-07,Spotify,Belgium,Gurudutt Perichetla,Gurudutt Perichetla,Momentum,Heaven,1.82785E+12,QZ22B1803874,,,Ad-Supported Streaming,Track ,9,0.009162,0,134546,85,0.0077877,100,0.0077877,,,
2017-10,2017-07,Spotify,Hungary,Gurudutt Perichetla,Gurudutt Perichetla,Momentum,Kill Your Friends,1.82785E+12,QZ22B1803870,,,Ad-Supported Streaming,Track ,3,0.000878,0,134546,85,0.0007463,100,0.0007463,,,
2017-10,2017-07,Spotify,Japan,Gurudutt Perichetla,Gurudutt Perichetla,Momentum,Kill Your Friends,1.82785E+12,QZ22B1803870,,,Ad-Supported Streaming,Track ,2,0.007168,0,134546,85,0.0060928,100,0.0060928,,,
2017-10,2017-07,Spotify,Japan,Gurudutt Perichetla,Gurudutt Perichetla,Momentum,Next 2 You,1.82785E+12,QZ22B1803872,,,Ad-Supported Streaming,Track ,1,0.003584,0,134546,85,0.0030464,100,0.0030464,,,
2017-10,2017-07,Spotify,Poland,Gurudutt Perichetla,Gurudutt Perichetla,Momentum,Kill Your Friends,1.82785E+12,QZ22B1803870,,,Ad-Supported Streaming,Track ,2,0.000314,0,134546,85,0.0002669,100,0.0002669,,,
2017-10,2017-07,Spotify,Poland,Gurudutt Perichetla,Gurudutt Perichetla,Momentum,Next 2 You,1.82785E+12,QZ22B1803872,,,Ad-Supported Streaming,Track ,1,0.000157,0,134546,85,0.00013345,100,0.00013345,,,
2017-10,2017-07,Spotify,Bulgaria,Gurudutt Perichetla,Gurudutt Perichetla,Momentum,Kill Your Friends,1.82785E+12,QZ22B1803870,,,Ad-Supported Streaming,Track ,1,0.000112,0,134546,85,9.52E-05,100,9.52E-05,,,
2017-10,2017-07,Spotify,United Kingdom,Gurudutt Perichetla,Gurudutt Perichetla,Nightfade,Murder in Red,1.82785E+12,QZ22B1803885,,,Ad-Supported Streaming,Track ,1,0.001469,0,134546,85,0.00124865,100,0.00124865,,,
2017-10,2017-07,Spotify,United States,Gurudutt Perichetla,Gurudutt Perichetla,Nightfade,Drowning in the Shadows,1.82785E+12,QZ22B1803886,,,Ad-Supported Streaming,Track ,4,0.009421,0,134546,85,0.00800785,100,0.00800785,,,
2017-10,2017-07,Spotify,United States,Gurudutt Perichetla,Gurudutt Perichetla,Nightfade,Battleready,1.82785E+12,QZ22B1803889,,,Ad-Supported Streaming,Track ,3,0.007066,0,134546,85,0.0060061,100,0.0060061,,,
2017-10,2017-07,Spotify,United States,Gurudutt Perichetla,Gurudutt Perichetla,Nightfade,Murder in Red,1.82785E+12,QZ22B1803885,,,Ad-Supported Streaming,Track ,7,0.016486,0,134546,85,0.0140131,100,0.0140131,,,
2017-10,2017-07,Spotify,United States,Gurudutt Perichetla,Gurudutt Perichetla,Nightfade,The Nights,1.82785E+12,QZ22B1803888,,,Ad-Supported Streaming,Track ,4,0.009421,0,134546,85,0.00800785,100,0.00800785,,,
2017-10,2017-07,Spotify,United States,Gurudutt Perichetla,Gurudutt Perichetla,Nightfade,Stranger Things,1.82785E+12,QZ22B1803887,,,Ad-Supported Streaming,Track ,5,0.011776,0,134546,85,0.0100096,100,0.0100096,,,
2017-10,2017-07,Spotify,United States,Gurudutt Perichetla,Gurudutt Perichetla,Nightfade,Nocturnal Animals,1.82785E+12,QZ22B1803890,,,Ad-Supported Streaming,Track ,1,0.002355,0,134546,85,0.00200175,100,0.00200175,,,
2017-10,2017-07,Spotify,Canada,Gurudutt Perichetla,Gurudutt Perichetla,Nightfade,Stranger Things,1.82785E+12,QZ22B1803887,,,Ad-Supported Streaming,Track ,3,0.005978,0,134546,85,0.0050813,100,0.0050813,,,
2017-10,2017-07,Spotify,Turkey,Gurudutt Perichetla,Gurudutt Perichetla,Nightfade,The Nights,1.82785E+12,QZ22B1803888,,,Ad-Supported Streaming,Track ,1,0.000372,0,134546,85,0.0003162,100,0.0003162,,,
2017-10,2017-07,Spotify,Poland,Gurudutt Perichetla,Gurudutt Perichetla,Nightfade,Nocturnal Animals,1.82785E+12,QZ22B1803890,,,Ad-Supported Streaming,Track ,1,0.000157,0,134546,85,0.00013345,100,0.00013345,,,
2017-10,2017-07,Spotify,Poland,Gurudutt Perichetla,Gurudutt Perichetla,Nightfade,The Nights,1.82785E+12,QZ22B1803888,,,Ad-Supported Streaming,Track ,1,0.000157,0,134546,85,0.00013345,100,0.00013345,,,
2017-10,2017-07,Spotify,Poland,Gurudutt Perichetla,Gurudutt Perichetla,Nightfade,Stranger Things,1.82785E+12,QZ22B1803887,,,Ad-Supported Streaming,Track ,2,0.000314,0,134546,85,0.0002669,100,0.0002669,,,
2017-10,2017-07,Spotify,Poland,Gurudutt Perichetla,Gurudutt Perichetla,Nightfade,Battleready,1.82785E+12,QZ22B1803889,,,Ad-Supported Streaming,Track ,1,0.000157,0,134546,85,0.00013345,100,0.00013345,,,
2017-10,2017-07,Spotify,United States,Gurudutt Perichetla,Gurudutt Perichetla,Angel,Angel,1.82785E+12,QZ22B1803654,,,Ad-Supported Streaming,Track ,1,0.002355,0,134546,85,0.00200175,100,0.00200175,,,
2017-10,2017-07,Spotify,United States,Gurudutt Perichetla,Gurudutt Perichetla,Winterfell,Winterfell,1.82785E+12,QZ22B1803149,,,Ad-Supported Streaming,Track ,2,0.00471,0,134546,85,0.0040035,100,0.0040035,,,
2017-10,2017-07,Spotify,United States,San Atlantis,San Atlantis,One : 1,One : 1,1.82785E+12,QZ22B1812208,,,Ad-Supported Streaming,Track ,2,0.00471,0,134546,85,0.0040035,100,0.0040035,,,
2017-10,2017-07,Spotify,United Kingdom,San Atlantis,San Atlantis,Nebraska,Nebraska,1.82785E+12,QZ22B1812209,,,Ad-Supported Streaming,Track ,1,0.001469,0,134546,85,0.00124865,100,0.00124865,,,
2017-10,2017-07,Spotify,United States,San Atlantis,San Atlantis,Nebraska,Nebraska,1.82785E+12,QZ22B1812209,,,Ad-Supported Streaming,Track ,2,0.00471,0,134546,85,0.0040035,100,0.0040035,,,
2017-10,2017-07,Spotify,Canada,San Atlantis,San Atlantis,Nebraska,Nebraska,1.82785E+12,QZ22B1812209,,,Ad-Supported Streaming,Track ,4,0.007971,0,134546,85,0.00677535,100,0.00677535,,,
2017-10,2017-07,Spotify,United States,San Atlantis,San Atlantis,Welcome Home,Welcome Home,1.82785E+12,QZ22B1812207,,,Ad-Supported Streaming,Track ,4,0.009421,0,134546,85,0.00800785,100,0.00800785,,,
2017-10,2017-07,Spotify,Turkey,San Atlantis,San Atlantis,Welcome Home,Welcome Home,1.82785E+12,QZ22B1812207,,,Ad-Supported Streaming,Track ,1,0.000372,0,134546,85,0.0003162,100,0.0003162,,,
2017-10,2017-07,Spotify,Germany,Gurudutt Perichetla,Gurudutt Perichetla,Kingdom Come,Winterfell,1.82785E+12,QZ22B1803149,,,Subscription Streaming,Track ,1,0.005812,0,134546,85,0.0049402,100,0.0049402,,,
2017-10,2017-07,Spotify,United States,Gurudutt Perichetla,Gurudutt Perichetla,Kingdom Come,Kingdom Come,1.82785E+12,QZ22B1803866,,,Subscription Streaming,Track ,3,0.012915,0,134546,85,0.01097775,100,0.01097775,,,
2017-10,2017-07,Spotify,United States,Gurudutt Perichetla,Gurudutt Perichetla,Kingdom Come,Palisades,1.82785E+12,QZ22B1803867,,,Subscription Streaming,Track ,2,0.011116,0,134546,85,0.0094486,100,0.0094486,,,
2017-10,2017-07,Spotify,United States,Gurudutt Perichetla,Gurudutt Perichetla,Kingdom Come,I Need You,1.82785E+12,QZ22B1803868,,,Subscription Streaming,Track ,2,0.006592,0,134546,85,0.0056032,100,0.0056032,,,
2017-10,2017-07,Spotify,Canada,Gurudutt Perichetla,Gurudutt Perichetla,Kingdom Come,Kingdom Come,1.82785E+12,QZ22B1803866,,,Subscription Streaming,Track ,1,0.004822,0,134546,85,0.0040987,100,0.0040987,,,
2017-10,2017-07,Apple Music,Canada,Gurudutt Perichetla,Gurudutt Perichetla,Kingdom Come,Kingdom Come,1.82785E+12,QZ22B1803866,,,Subscription Streaming,Track ,1,0.008037,0,134546,85,0.00683145,100,0.00683145,,,
